"","WBN_GC_L_0.25","WBN_GC_H_0.25","WBN_GC_L_0.50","WBN_GC_H_0.50","WBN_GC_L_0.75","WBN_GC_H_0.75","WBN_GC_L_1.00","WBN_GC_H_1.00","WBN_EN_L_0.25","WBN_EN_H_0.25","WBN_EN_L_0.50","WBN_EN_H_0.50","WBN_EN_L_0.75","WBN_EN_H_0.75","WBN_EN_L_1.00","WBN_EN_H_1.00","WBN_LP_L_0.25","WBN_LP_H_0.25","WBN_LP_L_0.50","WBN_LP_H_0.50","WBN_LP_L_0.75","WBN_LP_H_0.75","WBN_LP_L_1.00","WBN_LP_H_1.00"
"652",-1.32763,2.07957,-1.98325,2.49305,-2.79426,3.05041,-3.62922,3.84963,-0.790308,1.51128,-1.59104,2.34895,-2.40072,3.2279,-3.22005,4.12628,-1.07623,1.14977,-1.90252,2.01705,-2.74692,2.91303,-3.59893,3.82207
"653",-2.39865,2.08684,-2.52673,2.49431,-2.7805,3.0342,-3.48051,3.75513,-0.872365,1.21479,-1.74801,1.87312,-2.62462,2.74792,-3.50164,3.6457,-0.856061,1.17169,-1.54202,2.06486,-2.40074,2.96409,-3.27352,3.86542
"654",-1.47252,1.98099,-1.79462,2.38461,-2.32788,2.93078,-3.06453,3.56349,-0.76339,1.22398,-1.53779,1.85194,-2.31534,2.57993,-3.09433,3.35161,-0.877407,1.06832,-1.55609,1.85059,-2.25928,2.64352,-2.99019,3.44101
"655",-1.33498,2.06574,-1.63923,2.52576,-2.0845,3.10707,-2.62122,3.73915,-0.525608,1.22309,-1.16136,1.83217,-1.82723,2.50309,-2.50413,3.19224,-0.872418,0.946281,-1.54172,1.38118,-2.22414,2.04046,-2.91036,2.73302
"656",-1.44786,1.51196,-1.77579,2.044,-2.43585,2.80302,-3.24662,3.62784,-0.811229,1.21634,-1.62286,1.87453,-2.4347,2.68221,-3.24668,3.52787,-0.835044,1.17989,-1.50438,2.03356,-2.24484,2.8927,-3.02389,3.75366
"657",-1.66069,1.23992,-2.00295,1.94845,-2.57687,2.75501,-3.30999,3.5888,-0.771017,1.32894,-1.56603,2.04377,-2.37219,2.83824,-3.18431,3.66402,-1.05055,1.12371,-1.76547,1.94399,-2.5251,2.77839,-3.30984,3.62045
"658",-1.70657,1.04133,-2.12799,1.79531,-2.68844,2.60998,-3.31849,3.43307,-0.777836,1.31142,-1.56775,2.04245,-2.36131,2.83109,-3.15647,3.63932,-0.849907,1.1115,-1.52241,1.82668,-2.31567,2.63377,-3.11135,3.45982
"659",-1.72085,1.12118,-2.1437,1.78648,-2.69731,2.54406,-3.30903,3.33198,-0.769834,1.31347,-1.54145,2.03995,-2.31372,2.81899,-3.08631,3.61436,-1.02673,1.25746,-1.55712,1.97492,-2.20633,2.76272,-2.92424,3.56794
"660",-2.21791,2.1766,-2.34692,2.29427,-2.546,2.90099,-3.0689,3.67967,-0.776986,1.12847,-1.56355,1.77033,-2.35291,2.55359,-3.14345,3.36025,-0.744992,1.03742,-1.49064,1.82232,-2.26559,2.62882,-3.04918,3.44139
"661",-1.43238,1.21664,-1.87476,2.05677,-2.66024,2.98135,-3.505,3.91778,-0.827885,1.36939,-1.68043,2.14717,-2.54521,3.03678,-3.41613,3.95917,-0.973122,1.19632,-1.75886,2.11888,-2.60149,3.05331,-3.46314,3.99285
"662",-1.71844,1.28842,-2.1444,1.90611,-2.71304,2.678,-3.35266,3.49518,-0.782093,1.31714,-1.56611,2.06575,-2.35106,2.87542,-3.13654,3.70532,-0.982942,1.25691,-1.51106,2.01977,-2.19304,2.8526,-2.93996,3.69806
"663",-1.70063,1.64999,-2.0192,2.33372,-2.67412,3.19644,-3.416,4.09405,-0.757981,1.36579,-1.56244,2.19435,-2.3852,3.09261,-3.21647,4.00934,-1.13551,1.35897,-1.65193,2.21301,-2.45511,3.11808,-3.27955,4.03671
"664",-1.44626,2.23835,-1.71635,2.72138,-2.10264,3.30323,-2.56775,3.92959,-0.533385,1.23189,-1.13553,1.84125,-1.78102,2.50607,-2.44442,3.18776,-0.762359,0.741661,-1.42849,1.38698,-2.10607,2.07558,-2.78631,2.77091
"665",-2.12881,2.21709,-2.80464,2.69896,-3.57194,3.28124,-4.36896,3.91043,-0.51709,1.54545,-1.11712,2.37048,-1.85331,3.20599,-2.6717,4.04453,-1.10629,0.842054,-1.92726,1.50701,-2.75464,2.31448,-3.58399,3.14752
"666",-1.537,1.01426,-1.89473,1.84649,-2.5437,2.69617,-3.31305,3.55163,-0.785093,1.30636,-1.59584,1.97231,-2.4135,2.7608,-3.23408,3.59873,-1.66162,1.12991,-2.21393,1.96047,-2.84533,2.81003,-3.52243,3.66489
"667",-2.39839,1.28629,-2.52593,1.91692,-2.76384,2.73623,-3.30795,3.57241,-0.783141,1.14032,-1.5904,1.84845,-2.40372,2.67566,-3.21946,3.52016,-0.691981,1.11939,-1.47591,1.94361,-2.28282,2.78872,-3.09591,3.63869
"668",-1.37071,2.08792,-1.80224,2.49223,-2.41271,3.07167,-3.11074,3.75283,-0.721015,1.21756,-1.4804,1.87195,-2.25247,2.62673,-3.02997,3.40773,-0.880462,0.817242,-1.63051,1.60005,-2.4049,2.39416,-3.18525,3.19178
"669",-2.38388,1.59313,-2.51208,2.33611,-2.81623,3.16171,-3.39524,4.02581,-0.807201,1.17035,-1.63439,1.95143,-2.46745,2.83742,-3.30295,3.7392,-0.838924,1.10645,-1.63977,1.98417,-2.46345,2.88236,-3.29441,3.78698
"670",-1.70037,1.84024,-1.85369,2.4248,-2.27261,3.09336,-2.87512,3.80297,-0.665723,1.26016,-1.36024,1.93345,-2.07409,2.67072,-2.79931,3.42755,-1.10686,0.842487,-1.78596,1.4938,-2.50735,2.2113,-3.23953,2.96015
"671",-1.25095,1.5057,-1.77979,2.27417,-2.47587,3.1019,-3.23613,3.95601,-0.670698,1.36864,-1.45496,2.18183,-2.26621,3.04745,-3.08693,3.92721,-1.03144,0.825327,-1.84359,1.69613,-2.6682,2.58168,-3.49651,3.47122
"672",-0.794595,2.08586,-1.58316,2.73115,-2.37617,3.4532,-3.1722,4.21802,-0.808124,1.52003,-1.61958,2.18413,-2.43308,2.90508,-3.24797,3.69718,-0.753636,1.43404,-1.41717,2.08171,-2.20708,2.93104,-3.01731,3.80397
"673",-1.37071,2.08792,-1.80224,2.49223,-2.41271,3.07167,-3.11074,3.75283,-0.721015,1.21756,-1.4804,1.87195,-2.25247,2.62673,-3.02997,3.40773,-0.880462,0.817242,-1.63051,1.60005,-2.4049,2.39416,-3.18525,3.19178
"674",-1.84112,2.07451,-2.42478,2.48318,-3.02339,3.01123,-3.62544,3.59802,-0.504865,1.57181,-1.11961,2.30534,-1.76923,3.06119,-2.432,3.8271,-0.88575,0.850182,-1.52977,1.62729,-2.19288,2.40736,-2.86178,3.18843
"675",-1.71164,2.48915,-2.01981,3.04246,-2.61905,3.72382,-3.36405,4.46819,-0.677298,1.53009,-1.47261,2.28414,-2.29586,3.16395,-3.12892,4.07068,-0.910065,1.46276,-1.6678,2.17493,-2.48208,3.04646,-3.31147,3.94888
"676",-2.28063,1.94013,-2.40201,2.40455,-2.64616,3.00477,-3.08462,3.6837,-0.770884,1.21842,-1.54525,1.838,-2.32127,2.56132,-3.09821,3.33201,-1.06521,1.0978,-1.68507,1.87811,-2.37472,2.66627,-3.09453,3.4593
"677",-2.28092,1.94013,-2.40258,2.40458,-2.64824,3.00491,-3.08685,3.68406,-0.770884,1.21831,-1.54526,1.83774,-2.32127,2.5614,-3.09822,3.33253,-1.06522,1.09799,-1.68509,1.87856,-2.37481,2.66699,-3.0947,3.4603
"678",-2.31345,2.20503,-2.45697,2.52616,-2.76898,3.04977,-3.34073,3.76633,-0.803725,2.40116,-1.61777,2.67063,-2.43509,3.0769,-3.25389,3.65709,-0.832768,1.09074,-1.52701,1.92428,-2.32614,2.77202,-3.13788,3.62448
"679",-2.25509,1.99746,-2.37415,2.47619,-2.61779,3.10389,-3.11654,3.82052,-0.789083,1.24658,-1.58306,1.8706,-2.3791,2.63621,-3.17624,3.44917,-1.06395,1.12076,-1.69726,1.93113,-2.41122,2.75247,-3.1602,3.57963
"680",-2.39805,1.54774,-2.52544,2.3604,-2.76528,3.25128,-3.30851,4.15745,-0.845975,1.21732,-1.7102,1.99819,-2.5798,2.89403,-3.45167,3.8088,-1.06189,1.10492,-1.69538,1.99985,-2.53423,2.91467,-3.40114,3.83508
"681",-1.53732,0.954882,-1.89537,1.78165,-2.54392,2.62392,-3.31449,3.47122,-0.788304,1.13483,-1.59663,1.83547,-2.41043,2.6622,-3.22646,3.50636,-0.655212,1.13188,-1.43945,1.96265,-2.24819,2.80955,-3.06253,3.66007
"682",-1.53719,0.956755,-1.8925,1.77844,-2.5299,2.61427,-3.29107,3.45484,-0.780288,1.1341,-1.5831,1.82868,-2.39171,2.64791,-3.20264,3.48495,-0.651832,1.12849,-1.42996,1.95149,-2.23321,2.79118,-3.04231,3.6347
"683",-2.39865,2.04719,-2.52657,2.46483,-2.76292,3.01996,-3.21877,3.67168,-0.776442,1.21545,-1.56391,1.84341,-2.35544,2.59825,-3.14888,3.39472,-0.865309,1.06984,-1.54592,1.86477,-2.2791,2.67291,-3.04759,3.48586
"684",-1.83757,1.51366,-2.42204,1.97714,-3.0209,2.54368,-3.62306,3.1578,-0.503172,1.57211,-1.11449,2.30701,-1.76144,3.06508,-2.42225,3.83365,-0.917682,0.845102,-1.54011,1.62344,-2.193,2.40583,-2.85498,3.18961
"685",-2.29382,1.98266,-2.41806,2.39886,-2.66525,2.9749,-3.05249,3.63016,-0.580771,1.22313,-1.21065,1.84177,-1.86553,2.53634,-2.53255,3.25593,-0.871966,0.968631,-1.53901,1.50315,-2.21773,2.2133,-2.89958,2.94411
"686",-1.44446,2.08559,-1.72419,2.48935,-2.3052,3.07223,-3.07433,3.76435,-0.783811,1.2214,-1.57509,1.85352,-2.36969,2.60587,-3.16604,3.40107,-0.851818,1.10547,-1.50105,1.90935,-2.24165,2.72137,-3.01628,3.53712
"687",-2.39865,1.29085,-2.52659,1.91396,-2.76322,2.69082,-3.216,3.49181,-0.774244,1.18885,-1.5567,1.84518,-2.34257,2.61365,-3.13029,3.41313,-0.999979,1.0623,-1.61054,1.85451,-2.33805,2.66106,-3.09843,3.47365
"688",-1.46886,2.10541,-1.78578,2.50883,-2.25567,3.02187,-2.81063,3.59381,-0.527452,1.22897,-1.13164,1.83567,-1.77512,2.49782,-2.43467,3.1767,-0.8679,0.934533,-1.52647,1.377,-2.19713,2.01308,-2.87121,2.68975
"689",-1.46885,2.11229,-1.78594,2.53868,-2.25636,3.07923,-2.81175,3.67557,-0.494182,1.23129,-1.11785,1.84535,-1.77628,2.51566,-2.44675,3.20243,-0.879237,0.936326,-1.54662,1.34133,-2.22502,1.99462,-2.90641,2.68541
"690",-1.62847,2.45498,-1.7757,2.94335,-2.23787,3.54161,-2.7842,4.19685,-0.534559,2.43055,-1.15508,2.75167,-1.80958,3.22954,-2.47851,3.8207,-0.889534,0.79891,-1.56076,1.48233,-2.2424,2.21341,-2.9272,2.95798
"691",-1.32709,2.09046,-1.62478,2.51004,-2.05704,3.04415,-2.57369,3.63141,-0.476531,1.22102,-1.0787,1.79782,-1.71639,2.43661,-2.36663,3.09253,-0.888095,0.601773,-1.52931,1.1975,-2.18703,1.86206,-2.84861,2.53158
"692",-1.44565,1.53244,-1.76875,2.07467,-2.42153,2.81131,-3.21651,3.61121,-0.795991,1.22322,-1.59538,1.88484,-2.39744,2.67265,-3.20146,3.49746,-0.844067,1.12342,-1.55241,1.9492,-2.32125,2.78378,-3.11012,3.62304
"693",-1.14376,0.988155,-1.71297,1.85659,-2.56757,2.74597,-3.4323,3.6385,-0.863799,1.10451,-1.73047,1.84131,-2.59807,2.71917,-3.46608,3.60935,-0.71916,1.18167,-1.50943,2.06645,-2.36402,2.95698,-3.22709,3.84958
"694",-0.940002,0.978039,-1.85099,1.94284,-2.77083,2.91181,-3.69147,3.88174,-0.919317,1.00106,-1.84013,1.95978,-2.76123,2.92845,-3.68243,3.89844,-0.62272,1.26931,-1.54318,2.23853,-2.46427,3.20877,-3.38549,4.17932
"695",-1.70205,2.40515,-2.06728,2.90925,-2.70463,3.57118,-3.43451,4.34649,-0.756824,1.38244,-1.56455,2.20151,-2.39335,3.09626,-3.23167,4.01046,-0.913935,1.3239,-1.65235,2.1732,-2.46445,3.07865,-3.29803,3.9973
"696",-1.50296,1.20517,-1.84442,1.85216,-2.52731,2.70072,-3.32669,3.56723,-0.819806,1.30919,-1.64576,1.9595,-2.47405,2.75665,-3.30349,3.60608,-0.666874,1.16748,-1.44252,2.02969,-2.26027,2.90062,-3.08588,3.77412
"697",-1.5576,2.07792,-2.0591,2.53595,-2.7716,3.30381,-3.57262,4.14607,-0.702631,1.42215,-1.5313,2.26214,-2.39853,3.1481,-3.27886,4.04755,-1.01375,1.03637,-1.84626,1.90069,-2.71868,2.79484,-3.60224,3.69837
"698",-2.29794,2.01542,-2.42351,2.45327,-2.67475,3.05286,-3.06894,3.74972,-0.721494,1.24047,-1.44345,1.9052,-2.16559,2.667,-2.88784,3.46039,-1.04412,0.998396,-1.5808,1.76124,-2.20625,2.5553,-2.88209,3.36031
"699",-1.10458,1.11832,-1.53962,1.74457,-2.2976,2.51652,-3.06599,3.313,-0.765643,1.13508,-1.53455,1.76389,-2.30484,2.51975,-3.07587,3.31087,-0.73528,1.11542,-1.40213,1.91339,-2.11405,2.71655,-2.85786,3.5222
"700",-1.702,1.58471,-2.06725,2.22137,-2.75323,3.10397,-3.56533,4.01708,-0.765175,1.37931,-1.58906,2.22066,-2.43571,3.12947,-3.29227,4.0565,-1.02789,1.32636,-1.79903,2.18322,-2.62613,3.09722,-3.47301,4.02541
"701",-1.80265,1.17701,-1.9477,1.83964,-2.44236,2.61229,-3.15376,3.41487,-0.773463,1.17283,-1.55396,1.80284,-2.33763,2.57447,-3.12296,3.38109,-0.841042,1.11921,-1.51734,1.92533,-2.24578,2.73916,-3.00181,3.55689
"702",-1.56583,2.08621,-1.90475,2.73222,-2.66771,3.4543,-3.50182,4.2173,-0.836116,1.52031,-1.69203,2.18645,-2.55432,2.92351,-3.41938,3.76222,-0.858466,1.43411,-1.61344,2.07498,-2.45161,2.94477,-3.30781,3.83862
"703",-2.2608,2.00237,-2.38894,2.39718,-2.64411,2.93095,-3.255,3.57556,-0.802909,1.22076,-1.60624,1.83592,-2.40978,2.58082,-3.21344,3.39006,-0.932364,1.11621,-1.59127,1.92914,-2.31112,2.7507,-3.06961,3.57683
"704",-1.33031,2.11785,-1.63101,2.59458,-2.07103,3.18122,-2.60198,3.81383,-0.523602,1.22526,-1.1584,1.83566,-1.82394,2.50694,-2.5007,3.19621,-0.934713,0.556771,-1.6003,1.24198,-2.28314,1.94187,-2.97005,2.64554
"705",-1.34711,1.97712,-1.66762,2.37359,-2.13844,2.89983,-2.68156,3.49133,-0.531858,1.25431,-1.1291,1.87009,-1.76096,2.5356,-2.40753,3.21769,-0.847367,0.803836,-1.48848,1.39259,-2.14467,2.05741,-2.80511,2.74483
"706",-1.7276,2.08585,-2.00375,2.73412,-2.63008,3.46157,-3.36484,4.23464,-0.777341,1.52155,-1.56851,2.23986,-2.36585,3.11409,-3.16736,4.0123,-0.914944,1.43469,-1.64932,2.12814,-2.4479,3.00769,-3.26519,3.90664
"707",-2.40064,1.88711,-2.52372,2.61301,-2.76037,3.42287,-3.18911,4.27846,-0.791936,1.17524,-1.60271,1.95261,-2.41869,2.83441,-3.23679,3.73202,-1.00868,1.05046,-1.67151,1.91491,-2.46276,2.80836,-3.27193,3.70902
"708",-2.40273,1.69609,-2.52648,2.43639,-2.76492,3.29085,-3.21882,4.17567,-0.812466,1.14773,-1.63951,1.93589,-2.47049,2.82576,-3.30307,3.72919,-0.883721,1.06313,-1.64962,1.93278,-2.47081,2.83087,-3.29988,3.7361
"709",-1.41579,1.99294,-1.93711,2.39131,-2.69367,2.93167,-3.52316,3.68717,-0.832267,1.22337,-1.68674,1.97015,-2.54844,2.83036,-3.41326,3.71238,-0.873542,1.14575,-1.63164,2.01842,-2.46742,2.90334,-3.32224,3.79312
"710",-0.844994,5.08172,-1.69002,5.31471,-2.53506,5.67028,-3.38013,6.11816,-0.691386,1.52991,-1.48586,2.28103,-2.3082,3.15999,-3.14069,4.06688,-0.911579,1.46245,-1.67121,2.17132,-2.48627,3.04221,-3.31606,3.94504
"711",-1.13218,1.1637,-1.58658,1.87813,-2.40624,2.75732,-3.22848,3.6405,-0.814221,1.07644,-1.63522,1.82985,-2.45819,2.70209,-3.28201,3.58379,-0.920854,1.19234,-1.44739,2.06492,-2.16529,2.94532,-2.98553,3.82822
"712",-1.6557,2.15405,-1.98086,2.59475,-2.61263,3.18569,-3.34571,3.98421,-0.672418,1.38679,-1.46048,2.21725,-2.27601,3.09851,-3.10116,3.99351,-0.918574,1.29817,-1.65729,2.10179,-2.45787,2.97588,-3.2764,3.86757
"713",-1.77231,2.05662,-1.9388,2.695,-2.5919,3.54399,-3.41538,4.44782,-0.744181,1.46028,-1.59888,2.33318,-2.48616,3.26435,-3.38524,4.21095,-0.99834,1.07255,-1.85205,2.00891,-2.74564,2.96039,-3.64936,3.91666
"714",-1.70017,1.58957,-1.98931,2.27343,-2.62379,3.11151,-3.35363,3.98274,-0.672431,1.39237,-1.46048,2.23281,-2.27601,3.12304,-3.10116,4.02662,-0.918577,1.31031,-1.65738,2.12746,-2.45802,3.01143,-3.27655,3.91206
"715",-1.33842,1.98156,-1.78431,2.38376,-2.66428,2.95728,-3.54512,3.76862,-0.881632,1.21041,-1.76334,1.88867,-2.64509,2.80597,-3.52685,3.73558,-0.8774,1.23087,-1.56476,2.15572,-2.39094,3.08393,-3.2604,4.01358
"716",-1.45614,1.203,-2.06222,1.92756,-2.86608,2.76986,-3.69099,3.64817,-0.822029,1.50928,-1.64437,2.33319,-2.46708,3.18814,-3.29029,4.05804,-1.1011,1.14659,-1.94044,2.00372,-2.78834,2.87679,-3.6394,3.75902
"717",-2.38652,1.39576,-2.52736,2.09507,-2.79919,2.87165,-3.28857,3.68186,-0.793281,1.11611,-1.59622,1.80342,-2.40219,2.63299,-3.20947,3.47967,-0.759873,1.11025,-1.52219,1.92997,-2.31501,2.7672,-3.1162,3.61251
"718",-2.38652,1.39559,-2.52736,2.09426,-2.79959,2.87068,-3.29567,3.68135,-0.793635,1.11816,-1.59731,1.80746,-2.40416,2.63698,-3.21238,3.48396,-0.761953,1.10985,-1.5256,1.92909,-2.31937,2.76647,-3.12154,3.61222
"719",-2.26953,1.94444,-2.38729,2.44723,-2.64698,3.08413,-3.48321,3.82992,-0.766505,1.54107,-1.5591,2.37479,-2.37208,3.23282,-3.20084,4.10259,-1.11394,1.1257,-1.94513,1.92353,-2.79165,2.77083,-3.64562,3.63583
"720",-2.40046,0.958589,-2.72123,1.58788,-3.21232,2.34765,-3.79371,3.12583,-0.764901,1.40508,-1.53014,2.09377,-2.29561,2.80505,-3.06126,3.5279,-1.11561,1.09983,-1.81614,1.8769,-2.52363,2.65643,-3.23457,3.43739
"721",-1.37375,1.42819,-1.82013,2.20144,-2.51805,3.03674,-3.28338,3.89767,-0.708556,1.36658,-1.46438,2.18118,-2.27135,3.04972,-3.09077,3.93284,-0.929089,1.11727,-1.67212,1.97825,-2.47138,2.8609,-3.28689,3.75021
"722",-1.37168,1.42818,-1.81796,2.20138,-2.51824,3.03664,-3.28352,3.89755,-0.712322,1.36656,-1.46654,2.18111,-2.27181,3.04961,-3.09103,3.93271,-0.929093,1.11741,-1.6721,1.97852,-2.47134,2.86122,-3.28684,3.75055
"723",-1.68736,1.65408,-1.90842,2.34718,-2.5349,3.16994,-3.19529,4.02463,-0.670541,1.54087,-1.45478,2.33842,-2.26606,3.19833,-3.08681,4.08023,-0.922479,1.04463,-1.66752,1.92089,-2.47037,2.81475,-3.28877,3.7139
"724",-1.47276,1.5263,-1.79656,2.29693,-2.48253,3.14154,-3.25616,4.01345,-0.671375,1.38897,-1.46074,2.22179,-2.27896,3.10552,-3.10731,4.00296,-0.898895,1.1427,-1.65403,2.01863,-2.46514,2.91529,-3.29134,3.8184
"725",-1.48694,2.08201,-1.8555,2.49418,-2.37849,3.04712,-3.07719,3.68959,-0.765198,1.2602,-1.53145,1.93382,-2.29829,2.67459,-3.06548,3.43914,-0.897479,1.09939,-1.59715,1.87905,-2.30831,2.66415,-3.02318,3.45282
"726",-1.80477,1.99447,-1.95502,2.41447,-2.28386,2.98523,-2.8523,3.63547,-0.679937,1.22624,-1.36903,1.85341,-2.06355,2.56316,-2.76182,3.30183,-0.9721,0.889307,-1.63473,1.56757,-2.3253,2.29575,-3.02384,3.04241
"727",-1.80437,2.2816,-1.95401,2.71858,-2.2843,3.30225,-2.88116,3.96303,-0.680768,1.24753,-1.37377,1.9163,-2.07929,2.65662,-2.79741,3.41952,-0.985186,0.889705,-1.68642,1.57257,-2.41807,2.31397,-3.15629,3.07906
"728",-2.38652,1.39813,-2.52737,2.12486,-2.79962,2.97837,-3.29387,3.87238,-0.818492,1.22297,-1.64492,2.0113,-2.47425,2.90231,-3.30499,3.81212,-0.753155,1.19499,-1.51765,2.10273,-2.31132,3.01948,-3.11307,3.93885
"729",-2.26218,1.78939,-2.3908,2.26662,-2.64112,2.87108,-3.0377,3.52493,-0.580853,1.22562,-1.22594,1.8376,-1.89467,2.51816,-2.57362,3.22061,-0.881454,0.736596,-1.55291,1.37819,-2.23774,2.08202,-2.92667,2.79764
"730",-2.25646,2.79473,-2.37853,3.14615,-2.72211,3.64014,-3.41498,4.22087,-0.659085,1.44129,-1.44801,2.18685,-2.27058,3.0196,-3.10451,3.87514,-1.11539,1.04504,-1.81236,1.87442,-2.51547,2.72758,-3.34626,3.58924
"731",-1.31054,2.08703,-1.75152,2.49223,-2.45348,3.17639,-3.22638,4.04101,-0.774142,1.3858,-1.55956,2.21874,-2.34931,3.10392,-3.14118,4.00337,-0.903204,1.1463,-1.65667,2.0267,-2.46751,2.92704,-3.29367,3.83354
"732",-1.3105,2.08486,-1.64132,2.48558,-2.37961,3.06689,-3.17489,3.76953,-0.799963,1.2135,-1.60547,1.85525,-2.41346,2.64551,-3.22276,3.47663,-0.826817,1.12275,-1.5002,1.95381,-2.25525,2.79346,-3.04393,3.637
"733",-1.77501,2.16282,-1.99068,2.8341,-2.61521,3.55869,-3.34703,4.30353,-0.672389,1.63763,-1.4604,2.3888,-2.27588,3.16689,-3.10098,4.02167,-0.918523,1.29849,-1.65717,2.1033,-2.4577,2.97862,-3.27618,3.87144
"734",-1.3274,2.08415,-1.62572,2.49982,-2.42837,3.04143,-3.23382,3.70509,-0.805475,1.21389,-1.61095,1.84713,-2.41642,2.70997,-3.2219,3.60043,-0.88045,1.18638,-1.52013,2.07033,-2.18354,2.96041,-2.95268,3.85263
"735",-2.38294,2.17667,-2.50684,2.30252,-2.73744,3.01272,-3.21322,3.82662,-0.798826,1.14138,-1.60826,1.84135,-2.4209,2.67481,-3.23491,3.52707,-0.777723,1.06008,-1.54885,1.89457,-2.34805,2.74588,-3.15563,3.60253
"736",-2.3826,2.33106,-2.5078,2.66205,-2.78612,3.16331,-3.42979,3.98122,-0.765718,1.28495,-1.56588,2.07639,-2.37781,2.95182,-3.19485,3.84631,-0.897617,1.28653,-1.64863,2.09508,-2.45704,2.97071,-3.27325,3.86346
"737",-1.23216,1.19383,-1.85832,1.99619,-2.65142,2.85143,-3.48207,3.72419,-0.776236,1.53511,-1.56943,2.36537,-2.37908,3.22043,-3.20318,4.08762,-1.08135,1.1288,-1.90845,1.95962,-2.7517,2.81086,-3.60259,3.67592
"738",-1.32737,2.08405,-1.62571,2.4988,-2.43112,3.0344,-3.23656,3.64925,-0.805475,1.21302,-1.61095,1.81595,-2.41642,2.6276,-3.2219,3.49181,-0.880506,1.1643,-1.52005,2.02458,-2.17755,2.8894,-2.90528,3.75607
"739",-1.5979,1.18658,-1.92378,1.88942,-2.41155,2.69231,-3.12037,3.52885,-0.772615,1.17405,-1.54957,1.82976,-2.32833,2.64734,-3.10801,3.49421,-0.895126,1.14912,-1.59289,1.98651,-2.31305,2.8325,-3.05004,3.68296
"740",-2.05018,2.81735,-2.2289,3.13561,-2.74611,3.60767,-3.54136,4.19857,-0.795764,1.44235,-1.60035,2.1999,-2.4122,3.02415,-3.23036,3.87713,-1.07632,1.13781,-1.84499,1.98508,-2.65604,2.84964,-3.47988,3.7224
"741",-2.26048,1.7663,-2.68258,2.20094,-3.4456,2.83996,-4.24153,3.71317,-0.814286,1.56275,-1.63338,2.39384,-2.45458,3.23691,-3.27688,4.08722,-1.10973,1.20526,-1.93324,2.10757,-2.76206,3.01643,-3.59238,3.92755
"742",-1.45268,1.79634,-1.61555,2.3974,-2.19195,3.16249,-2.95822,3.96785,-0.796045,1.15964,-1.60281,1.81466,-2.41281,2.63669,-3.22418,3.47901,-0.778703,1.05065,-1.54753,1.87195,-2.34408,2.7116,-3.14899,3.55718
"743",-1.80426,2.47213,-1.95338,2.82282,-2.31832,3.3145,-3.08487,3.91411,-0.776211,1.27326,-1.55607,1.85812,-2.33716,2.61771,-3.11881,3.42873,-0.904278,1.05869,-1.51598,1.85087,-2.23073,2.66397,-2.98738,3.48558
"744",-1.70508,1.49415,-1.99129,2.25689,-2.61766,3.09114,-3.34901,3.95458,-0.672418,1.38565,-1.46048,2.21508,-2.27601,3.09535,-3.10116,3.98938,-0.918584,1.29808,-1.65729,2.10124,-2.45786,2.97464,-3.27639,3.86554
"745",-2.29984,1.76655,-2.42732,2.18771,-2.6832,2.7331,-3.09373,3.36129,-0.715705,1.22314,-1.43322,1.82905,-2.15148,2.51339,-2.87015,3.23697,-0.858691,0.929228,-1.47699,1.65269,-2.16453,2.40447,-2.86889,3.16462
"746",-1.46232,2.19929,-2.00597,2.66135,-2.79116,3.27062,-3.59739,3.98554,-0.7855,1.51087,-1.5794,2.33393,-2.37656,3.18324,-3.17529,4.04326,-1.17158,1.11298,-1.98218,1.93801,-2.81455,2.77994,-3.65147,3.63153
"747",-2.22251,2.22464,-2.34227,2.54391,-2.58128,2.99867,-2.96476,3.54135,-0.625227,1.24843,-1.25843,1.85736,-1.89913,2.54572,-2.54609,3.2919,-0.81899,0.949284,-1.44658,1.70316,-2.09762,2.47564,-2.75655,3.2533
"748",-1.5967,2.00136,-1.92831,2.45909,-2.40886,3.07565,-2.9738,3.76731,-0.598528,1.22776,-1.25843,1.87655,-1.94123,2.6129,-2.63364,3.37359,-0.93821,0.638286,-1.61949,1.40219,-2.31753,2.17772,-3.01969,2.95624
"749",-2.32251,1.98241,-2.58806,2.61144,-3.04451,3.45567,-3.69826,4.34386,-0.8617,1.25572,-1.75096,2.0793,-2.6489,2.99824,-3.5505,3.93578,-0.926126,1.14722,-1.76209,2.06584,-2.6423,3.0031,-3.53652,3.94653
"750",-2.32251,1.97998,-2.58806,2.61009,-3.04456,3.45236,-3.69836,4.33792,-0.861517,1.25506,-1.75068,2.07581,-2.64854,2.99151,-3.55006,3.92585,-0.926079,1.14484,-1.7618,2.06169,-2.64179,2.99619,-3.53586,3.93668
"751",-2.24981,1.79304,-2.37259,2.55094,-2.751,3.41506,-3.55295,4.31955,-0.763322,1.43546,-1.55575,2.32159,-2.43289,3.25583,-3.31993,4.20304,-0.969666,1.3404,-1.7926,2.18962,-2.66501,3.11229,-3.55055,4.05411
"752",-2.27839,1.76892,-2.40002,2.20795,-2.6458,2.80817,-3.34384,3.55456,-0.830107,1.21178,-1.66029,1.823,-2.49051,2.62875,-3.32075,3.48724,-0.860223,1.16204,-1.51624,2.01857,-2.25046,2.87987,-3.06043,3.74333
